Nama Pelatihan,Objid Pelatihan,Category,Tipe,Lokasi Pelatihan,Provider,Academy Event,Location,Provider Category,Event Type,Status,Tgl Mulai,Tgl Selesai,JML Peserta,JML Confirmed,JML Peserta Hadir,JML UBPP Inst,JML UBPP Delivery,UBPP Inst,UBPP Akom,UBPP Sarana,UBPP Laborat,UBPP Penyelenggaraan,UBPP Kafetaria,UBPP Materi,Net Promotor Score,Customer Satisfaction,First Response & Average Handling,Customer Effort Score
Costing & Tariff Management,80112164,LAT,,Bandung,Learning Area 3 / LO,NITS,Learning Area 3 Bandung,,Internal,Close Budget,2020-03-02,2020-03-04,10,10,10,9,10,94.95,89,90,0,92.6,86,94.75,90,91.2,91,93.2
Pelat. TimSes Best Performance Corpu,80112208,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-03-02,2020-03-03,30,25,25,18,19,89.01,84.21,88,0,89.39,87.37,88.29,75,87.65,91.58,88
Big Data Analyst Batch 4,80112227,LAT,Seminar,Bandung,Learning Area 3 / LO,DSP,DBE Telkom University,External,Public,On Going,2020-03-02,2020-03-06,1,1,1,1,1,0,50,80,0,56,70,70,-100,64,50,66
Pengembangan Materi Pasar Modal,90003900,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,Gedung TLT ,Internal,Internal,Draft,2020-03-02,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pengembangan Materi Pasar Modal,90003908,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,Gedung TLT ,Internal,Internal,WO,2020-03-02,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permohonan Bantuan Expert untuk Interview Awa,90003914,NON LAT,CoP (Business Recommendation),Makassar,Learning Area 7 Makassar,BUSINNESS ENABLER,LA-7,Internal,Internal,Close WO,2020-03-02,2020-03-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Nanodegree,80112225,LAT,Test Online,Jakarta,Learning Area 3 / LO,DSP,Online (Lokasi Masing-Masing),External,Public,Close Budget,2020-03-01,2020-06-30,1,0,1,0,1,0,100,100,0,100,100,100,100,100,100,100
Bangmat Bootcamp AM AdMedika,90003911,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,LA 2,External,Internal,WO,2020-02-28,2020-02-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembuatan DL Smart School,90003894,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,Graha Merah Putih (GMP) Jakarta,External,Internal,WO,2020-02-27,2020-02-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCPTI,90004219,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-27,2020-02-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workshop Aspek Finansial & Hukum,80111874,LAT,Seminar,Bandung,Learning Area 3 / LO,DSP,Swiss-Belresort Dago Heritage,External,Public,Close Budget,2020-02-27,2020-02-28,2,2,2,0,2,0,80,95,0,80,95,81.25,50,86,80,80
ISO 37001: Sistem Mnj. Anti Penyuapan,80112116,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel di Jakarta,External,Public,Close Budget,2020-02-27,2020-02-29,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Penyelesaian Perselisihan Hub. Industria,80112117,LAT,,Yogyakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel Mutiara Yogyakarta,,Public,Close WO,2020-02-27,2020-02-29,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertifikasi PT2 Project,80112123,LAT,Test Online,Malang,Learning Area 5 Surabaya,CONSUMER,Telkom Malang,Internal,Public,Close Budget,2020-02-27,2020-02-27,314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation Roadshow CDIO TG Area 4,80112162,LAT,Seminar,Semarang,Learning Area 4 Semarang,DSP,Telkom Semarang,Internal,Internal,Close Budget,2020-02-27,2020-02-27,99,8,87,2,19,80,97.9,97.9,0,97.79,97.37,97.63,89.47,97.79,97.37,97.68
Sales Coach Batch 2 2020,80111870,LAT,,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-26,2020-02-27,13,3,3,0,3,0,90,96.67,0,94,96.67,92.5,100,95.33,93.33,92
Google Ads,80111963,LAT,Seminar,Jakarta,Learning Area 3 / LO,CONSUMER,Hotel di Jakarta,,Internal,WO,2020-02-26,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cybersecurity Fundamentals Course,80112108,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Gedung Pusat Perfilman H Umar Ismail,External,Public,Close Budget,2020-02-26,2020-02-28,2,0,2,1,2,0,100,100,0,100,100,100,100,100,100,100
Financial Reporting & Evaluation,80112113,LAT,,Jakarta,Learning Area 2 Jakarta,CONSUMER,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-26,2020-02-27,26,25,25,18,22,0,77.73,85.46,0,83.15,88.18,85.34,30.43,83.51,86.82,84.86
SEOCon 2020,80112153,LAT,Seminar,Jakarta,Learning Area 3 / LO,WS & INTERNATIONAL,Learning Area 2 Jakarta,External,Public,WO,2020-02-26,2020-02-27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Sales Coach for Asman & Off APC,90003898,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,,LA 2,Internal,Internal,WO,2020-02-26,2020-02-26,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Bangmat materi training Asman & Officer APC D,90003902,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,LA 2,Internal,Internal,WO,2020-02-26,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToT OM Digitalisasi SPBU,90003903,NON LAT,,Medan,,,,,Internal,On Going,2020-02-26,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToT OM Digitalisasi SPBU,90003904,NON LAT,,Medan,Learning Area 1,,,Internal,Internal,Close Budget,2020-02-26,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembekalan Waspang & SPV Project STTF 2020,90003909,NON LAT,,Makassar,Learning Area 7,,,Internal,Internal,Close Budget,2020-02-26,2020-02-27,19,5,5,0,1,0,100,100,0,100,100,100,100,100,100,100
Persiapan IFC 2020,90003877,NON LAT,Lomba Dinas,Bandung,Learning Area 3 / LO Bandung,CONSUMER,LA-3,Internal,Internal,WO,2020-02-25,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD Leadership PT TA #1,90003879,NON LAT,Pengembangan Materi,,Learning Area 1 Medan,NITS,ALA Gaharu Medan,Internal,Internal,WO,2020-02-25,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD Leadership PT TA #2,90003881,NON LAT,Pengembangan Materi,,Learning Area 6 Balikpapan,NITS,Telkom Samarinda,Internal,Internal,WO,2020-02-25,2020-02-26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS Koordinasi Persiapan GPIP 2020,90003883,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,LA 3,Internal,Internal,WO,2020-02-25,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workshop Operating Model Budget Hack idea 5,90003887,NON LAT,Pengembangan Materi,Bandung,AMA Corpu,DSP,Ruang AMA Corpu,Internal,Internal,WO,2020-02-25,2020-02-25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bangmat open olt-ont,90003896,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,LA 3,Internal,Internal,WO,2020-02-25,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapat Bang Kompetensi AM Metra dan Admedika,90003906,NON LAT,Project,Jakarta,Learning Area 3 / LO,ENTERPRISE,TLT (Telkom Landmark Tower),External,Internal,WO,2020-02-25,2020-02-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFRS For CFU Consumer,80111852,LAT,,Semarang,Learning Area 4 Semarang,CONSUMER,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-25,2020-02-26,24,22,24,21,21,92.75,86.19,86.67,0,90,88.1,90.36,71.43,88.38,90.48,89.81
CLOUD COMPUTING ANALYSIS,80111969,LAT,Pengembangan Materi,Surabaya,Learning Area 5 Surabaya,NITS,Learning Area 5 Surabaya,Internal,Internal,Close Budget,2020-02-25,2020-02-27,10,10,10,10,10,93.56,91,92,0,90.8,91,90.5,80,92.4,91,89.2
Pitching Skill Batch 2 2020,80112059,LAT,,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-25,2020-02-25,15,3,4,1,4,100,92.5,95,0,92.5,95,91.88,100,94,92.5,91.5
Effective Business Communication,80112068,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Gdg Lbg Manajemen PPM Jakarta,External,Public,Close Budget,2020-02-25,2020-02-27,4,0,4,0,4,0,100,100,0,100,100,100,100,100,100,100
Aplikasi My Citra (MyCoins),80111798,LAT,,Jakarta,Learning Area 2 Jakarta,CONSUMER,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-24,2020-02-25,16,13,16,10,15,90.98,85.33,87.33,0,90.68,91.33,91.33,80,89.87,89.29,90.67
GPMP IV Batch 39,80111846,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-24,2020-02-28,29,29,29,27,29,91.8,91.38,92.07,0,90.83,87.93,90.78,75.86,91.17,91.72,90.14
AK3U,80111864,LAT,,Jakarta,Learning Area 2 Jakarta,CONSUMER,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-24,2020-03-07,23,22,23,15,24,86.22,86.67,89.17,0,89.92,92.5,91.77,66.67,89.75,89.58,91.25
GPMP IV Batch 40,80111865,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-24,2020-02-28,30,30,30,29,29,91.39,90.69,91.67,0,92.33,87.33,93.25,76.67,91.41,91.33,92.8
Professional Financial Modeler Batch 8,80111962,LAT,Seminar,Bandung,Learning Area 3 / LO,DSP,Hotel Aston Pasteur Bandung,External,Public,Close Budget,2020-02-24,2020-02-28,1,1,1,0,1,0,60,80,0,88,90,87.5,100,82,80,88
Financial for Non Finance,80112033,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-24,2020-02-26,17,17,17,14,16,89.35,85,86.88,0,88,83.13,86.09,75,86.63,88.75,85.63
Sales Coach Batch 1 2020,80112053,LAT,,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-24,2020-02-25,17,5,7,4,7,86.67,80,88.57,0,87.71,80,86.79,85.71,85.14,87.14,86
Pitching Skill Batch 1 2020,80112058,LAT,,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-24,2020-02-24,15,10,12,11,11,89.85,95.46,93.64,0,93.27,95.46,93.64,81.82,94,91.82,93.64
Bangmat Klarifikasi materi Asman & Officer AP,90003860,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,LA 2,Internal,Internal,WO,2020-02-24,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persiapan IFC 2020,90003873,NON LAT,Regular Meeting / Discussion,,Provider External 3,,Harper Hotel Purwakarta,External,Internal,WO,2020-02-24,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Account Management for Asman APC,90003875,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,,Gedung TLT ,Internal,Internal,WO,2020-02-24,2020-02-24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleno Top 150 Hack idea 5,90003885,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,DSP,LA 3,Internal,Internal,On Going,2020-02-24,2020-02-24,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelatihan SAP Modul MM unit Inventory & unit ,90003888,NON LAT,,Medan,Learning Area 1,,,Internal,Internal,Canceled,2020-02-24,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Performance Excellent,90003890,NON LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,LA-5,Internal,Internal,Close WO,2020-02-24,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelatihan SAP Modul MM unit Inventory,90003891,NON LAT,,Medan,Learning Area 1,,,Internal,Internal,Close Budget,2020-02-24,2020-02-25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelatihan SAP Unit Procurement,90003892,NON LAT,,Medan,Learning Area 1,,,Internal,Internal,Close Budget,2020-02-24,2020-02-25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financial for non finance',90003912,NON LAT,,Bandung,,,,,Internal,On Going,2020-02-24,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,80111965,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Purwadhika Campus Jakarta Sinarmas,External,Public,Close Budget,2020-02-23,2020-03-29,8,1,8,0,8,0,100,100,0,100,100,100,100,100,100,100
Exam OSCP,80112141,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Hotel Ammeerraa Bandung,Internal,Public,Close Budget,2020-02-23,2020-02-25,1,0,1,0,1,0,100,100,0,100,100,100,100,100,100,100
GPTP XI Week 4,80112115,LAT,Seminar,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Learning Area 3 Bandung,,Internal,Close Budget,2020-02-22,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypnoselling For AM TR4,80112073,LAT,,,,,Hotel di Jawa Tengah,,,,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Sales Coach,90003864,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Ruangan Rapat WINS Academy,Internal,Internal,WO,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELKOM CERTIFIED PROVISIONING TYPE 2 IMPLEMENTATION (TCPTI),90004215,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esign Sprint & Innovation Management di TA,90003858,NON LAT,Mandatory E-Learning,Bandung,Learning Area 3 / LO Bandung,NITS,LA 3,Internal,Internal,WO,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nara sumber pada RAKOR IT 2020 Alfamart Group,90003866,NON LAT,Project,,Learning Area 3 / LO,ENTERPRISE,Santika Premiere Hotel Semarang,External,Internal,WO,2020-02-20,2020-02-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA Routing and Switching EXAM,90004166,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-20,2023-08-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Certified Network Associate Routing and Switching,90004170,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-20,2020-02-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Certified Network Associate,90004171,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-20,2020-02-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertifikasi PT2 Project (Remedial),80112776,LAT,,Bandung,Learning Area 3 / LO,CONSUMER,Online (Lokasi Masing-Masing),,Internal,WO,2020-02-20,2020-02-21,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111843,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-19,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembahasan Isu RKAP 2020 & HCD Plan 2020,80111964,LAT,Seminar,Kabupaten Badung,Learning Area 5 Surabaya,DSP,Aston Kuta Hotel & Residence,Internal,Internal,Close Budget,2020-02-19,2020-02-20,10,7,7,0,6,0,86.67,90,0,89,90,87.92,100,88.67,88.33,88.33
Pelatihan Asesor Best Performance 2020,80112150,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-19,2020-02-20,24,21,21,16,16,80.31,84.38,81.88,0,83,76.25,82.34,37.5,82.13,82.5,81.88
Bootcamp AM MD Media,80111849,LAT,Project,Semarang,Learning Area 4 Semarang,ENTERPRISE,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-18,2020-02-21,20,0,20,20,20,89.83,89,90,0,90,90,89.88,100,89.8,90,89.9
Post Assessment,80111859,LAT,,,,,Learning Area 2 Jakarta,,,,2020-02-18,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coaching for SL MD Media,80111967,LAT,Project,Jakarta,Learning Area 2 Jakarta,ENTERPRISE,TLT (Telkom Landmark Tower),Internal,Internal,Close WO,2020-02-18,2020-02-18,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Finance for Non Finance Professionals,80111980,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Prasetya Mulya Gedung Jakarta,External,Public,Close Budget,2020-02-18,2020-02-19,1,0,1,0,0,0,50,90,0,90,80,87.5,100,80,90,88
Coaching,80112030,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-18,2020-02-20,16,15,15,9,11,91.1,86.36,89.09,0,89.27,78.18,89.32,90.91,87.09,89.09,87.64
Calendar Of Event 2020 I,90003867,NON LAT,,Bandung,Learning Area 3 / LO Bandung,,,Internal,Internal,Close WO,2020-02-18,2020-02-19,17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Pengembangan Materi Company Valuation,90003869,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,BUSINNESS ENABLER,LA 2,Internal,Internal,WO,2020-02-18,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelatihan Pengenalan Pasar Modal,90003871,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,Gedung TLT ,Internal,Internal,WO,2020-02-18,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS Perumusan Kriteria Komp AM C2SE Reborn,90003862,NON LAT,Project,Bandung,Learning Area 3 / LO,ENTERPRISE,TCU Gerlong,External,Internal,WO,2020-02-17,2020-02-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCIF,90004211,NON LAT,,,,CONSUMER,,,Internal,WO,2020-02-17,2020-02-21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPMP V Batch 31,80111214,LAT,,Jakarta,Learning Area 2 Jakarta,LEADERSHIP,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-17,2020-02-21,31,31,31,31,31,,83.23,85.81,0,87.23,86.13,87.58,54.84,86.19,87.42,87.42
GPMP III Batch 43,80111745,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-17,2020-02-21,29,29,29,27,29,89.14,87.59,87.24,0,87.45,85.17,86.38,62.07,87.1,88.28,86
Pelatihan Islam Wasitiyah,80111868,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-17,2020-02-18,47,42,44,31,30,81.52,88.71,88.71,0,82,86.45,79.17,32.26,85.29,84.19,80
TCIF,80111992,LAT,,Semarang,Learning Area 4 Semarang,CONSUMER,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-17,2020-02-21,17,17,17,10,11,86.42,90,91.82,0,86.55,96.36,85,54.55,90.36,86.36,85.09
CDCP(Certified Data Centre Professional),80112012,LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,NITS,Vendor di Jakarta,,Public,Close Budget,2020-02-17,2020-02-18,14,0,14,2,14,0,100,100,0,100,100,100,100,100,100,100
JNCIA (Juniper Network Cert Int ass),80112013,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,TPCC (Telkom Professional Certified Cent,External,Public,Close Budget,2020-02-17,2020-02-21,6,1,6,0,6,0,100,100,0,100,100,100,100,100,100,100
Telkom Certified Design FTTH (TCDF),80112014,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,TPCC (Telkom Professional Certified Cent,External,Public,Close Budget,2020-02-17,2020-02-21,15,4,15,8,13,87.71,94.62,94.62,0,93.23,100,91.92,69.23,95.08,95.39,92
Advanced Machine Learning Bootcamp,80111858,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Wu Hub Coworking Space Kuningan,External,Public,On Going,2020-02-15,2020-06-13,2,1,0,1,1,80,80,80,0,82,80,80,0,80,80,82
GPTP XI Week 3,80111867,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-15,2020-02-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Hijrah Mind Practisioner,80111996,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Aston Jakarta,External,Public,Close Budget,2020-02-15,2020-02-16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111219,LAT,,,,,Jakarta Consulting Group,,,,2020-02-14,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNP R&S,80112011,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,TPCC (Telkom Professional Certified Cent,External,Public,Close Budget,2020-02-14,2020-02-14,5,0,5,0,5,0,100,100,0,100,100,100,100,100,100,100
Digital Transformation: From AI & IOT,80112015,LAT,Seminar,,Learning Area 3 / LO,DSP,Online (Lokasi Masing-Masing),External,Public,Close Budget,2020-02-14,2020-03-26,2,0,2,0,2,0,100,100,0,100,100,100,100,100,100,100
Coaching Project Appreciation,80112144,LAT,,,,,Kota Yogyakarta,,,,2020-02-14,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Certified Specialist - Enterprise Core,80112261,LAT,,,,,,,Internal,,2020-02-14,2023-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSC - Enterprise Core,80112263,LAT,,,,,,,Internal,,2020-02-14,2023-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNP Enterprise,80112265,LAT,,,,,,,Internal,,2020-02-14,2023-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assesment JT BP 2,80111218,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-13,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konfigurasi Switch Raisecomm,80111749,LAT,,,,,External Dalam Negeri,,,,2020-02-13,2020-02-14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111842,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-13,2020-02-13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertifikasi PT2 Project,80111844,LAT,,Mataram,Learning Area 5 Surabaya,CONSUMER,Telkom Mataram,Internal,Public,Close Budget,2020-02-13,2020-02-13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Group Coaching Proj Appreciation Batch 2,80111866,LAT,,Yogyakarta,Learning Area 4 Semarang,BUSINNESS ENABLER,Hotel di Yogyakarta,Internal,Internal,Close Budget,2020-02-13,2020-02-13,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Coaching Project Appreciation,80112143,LAT,,,,,Hotel Di Yogyakarta,,,,2020-02-13,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meeting Monetizing CorpU BPSDM Kemenkumham,90003850,NON LAT,,,Learning Area 3 / LO,CONSUMER,Jakarta,External,Internal,WO,2020-02-13,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penyusunan Development Roadmap IA,90003856,NON LAT,CoP (Business Recommendation),Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,LA-4,Internal,Internal,Close Budget,2020-02-13,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelatihan Menulis Jurnalistik,80111736,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-12,2020-02-14,14,4,14,10,13,84,86.15,86.92,0,88.46,85.39,89.42,61.54,87.54,88.46,88.77
Innovation Roadshow CDIO TG Area 5,80111848,LAT,Seminar,Surabaya,Learning Area 5 Surabaya,DSP,Telkom Landmark Tower (TLT) Surabaya,Internal,Internal,Close Budget,2020-02-12,2020-02-12,80,21,21,0,5,0,83.33,80,0,82,86.67,84.17,16.67,83.33,83.33,83
Social Media Ads & Analytic,80111855,LAT,,Makassar,Learning Area 7 Makassar,CONSUMER,Learning Area 7 Makasar,Internal,Internal,Close Budget,2020-02-12,2020-02-13,23,23,23,12,15,93.75,93.13,88.75,0,90.13,88.13,89.22,87.5,90.13,91.25,88.5
Assesment JT BP 1,80111927,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-12,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOTCAMP AMEX (AM EXTERNAL) TREG-7,80111960,LAT,Project,Makassar,Learning Area 7 Makassar,ENTERPRISE,Learning Area 7 Makasar,Internal,Internal,Close Budget,2020-02-12,2020-02-14,35,0,32,27,27,89.14,92.22,91.85,0,92.67,94.44,89.26,77.78,93.19,89.63,90.07
Financial Modelling a Practical Guide,80111977,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel Santika Jakarta,,Internal,Close Budget,2020-02-12,2020-02-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talent Group Coaching Project,80111979,LAT,,Yogyakarta,Learning Area 4 Semarang,BUSINNESS ENABLER,Hotel di Yogyakarta,Internal,Internal,Close Budget,2020-02-12,2020-02-12,20,20,20,9,9,94.44,91.25,92.5,0,91.25,93.75,90.31,62.5,92.5,91.25,90.25
PERSONAL BRANDING & BUSINESS COMM. SKILL,80111987,LAT,Project,Jakarta,Learning Area 2 Jakarta,ENTERPRISE,Hotel Pullman Jakarta Thamrin CBD,Internal,Internal,Close Budget,2020-02-12,2020-02-12,22,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Finance for CDC,80111649,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-11,2020-02-13,26,13,11,11,12,84.47,79.17,84.17,0,82,87.5,85,33.33,82.67,85,83.83
