Bulan,Course,Category,Jumlah Partisipan,Kecepatan pelayanan,Kemudahan fungsi fungsi untuk digunakan,Kemudahan nama situs untuk diingat,Kemudahan situs untuk dipahami,Kemudahan untuk dihubungi,Kemudahan untuk dipahami,Kenyamanan dalam mempelajari materi,Keramahan petugas,Manfaat terhadap tugas,Pengetahuan terhadap situs,Sistematika Penulisan,Tampilan situs,Final Score
10,Produk ASTINET,Digital & ICT (EL-DIC),4,88.00,90.00,90.00,90.00,88.00,90.00,90.00,88.00,90.00,88.00,90.00,90.00,89.33
10,Produk DigiClinic,Digital & ICT (EL-DIC),4,94.12,94.12,92.94,95.56,88.00,92.94,95.56,91.25,95.56,94.12,91.25,91.25,93.06
10,Produk DigiConnect,Digital & ICT (EL-DIC),80,92.60,94.10,94.18,93.91,92.31,94.57,94.10,92.40,94.64,92.54,94.37,94.03,93.65
10,Produk DigiERP,Digital & ICT (EL-DIC),5,91.00,94.55,92.38,92.38,91.00,94.55,92.38,93.33,93.33,91.00,92.38,93.00,92.61
10,Produk DigiHotel,Digital & ICT (EL-DIC),11,93.48,93.48,93.48,93.48,93.48,94.04,92.44,93.48,94.04,93.48,94.04,93.48,93.53
10,Produk eParkir,Digital & ICT (EL-DIC),3,91.67,91.67,91.67,91.67,91.67,93.85,93.85,91.67,93.85,91.67,93.85,91.67,92.4
10,Produk Hosted PBX,Digital & ICT (EL-DIC),1,80.00,90.00,90.00,90.00,80.00,90.00,80.00,80.00,90.00,80.00,90.00,90.00,85.83
10,Produk HSI (High Speed Internet),Digital & ICT (EL-DIC),3,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85
10,Produk IP Transit,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
10,Produk MangoeSky,Digital & ICT (EL-DIC),9,95.50,96.10,95.00,96.10,94.36,97.14,92.63,94.36,95.00,94.36,94.36,94.36,94.94
10,Produk Metro Ethernet,Digital & ICT (EL-DIC),4,94.12,95.56,92.94,95.56,91.25,92.94,95.56,91.25,95.56,94.12,92.94,92.94,93.73
10,Produk QREN,Digital & ICT (EL-DIC),15,93.44,92.20,94.55,92.13,93.44,94.85,93.75,93.44,94.55,93.85,94.46,92.20,93.57
10,Produk Sakoo,Digital & ICT (EL-DIC),6,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83,90.83
10,Produk SATU,Digital & ICT (EL-DIC),9,98.14,98.14,98.14,97.14,97.14,98.14,98.14,98.14,98.14,97.14,98.14,98.14,97.89
10,Produk SIMDIK,Digital & ICT (EL-DIC),3,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84
10,Produk SIP Trunking,Digital & ICT (EL-DIC),7,98.18,98.82,98.82,98.82,98.18,98.82,98.82,98.18,98.82,98.18,98.82,98.82,98.61
10,Produk SLI 007,Digital & ICT (EL-DIC),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Produk SLJJ,Digital & ICT (EL-DIC),3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Produk Virtual Local Number,Digital & ICT (EL-DIC),5,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39,97.39
10,Produk VPN IP,Digital & ICT (EL-DIC),2,92.50,95.56,90.00,90.00,85.71,95.56,95.56,92.50,90.00,85.71,95.56,95.56,92.02
10,Produk VPN IP,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,100.00,90.00,90.83
10,Produk WiFi,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Provisioning Type 1 & Labeling,Digital & ICT (EL-DIC),8,91.88,91.61,91.61,91.61,90.32,91.61,91.61,91.88,92.73,91.88,92.73,91.61,91.76
10,Quick Guide Instalasi PT-2,Digital & ICT (EL-DIC),8,98.42,97.30,98.42,98.42,97.30,98.42,98.42,97.30,98.42,98.42,97.30,98.42,98.05
10,Revenue Models,Digital & ICT (EL-DIC),3,91.67,91.67,91.67,91.67,91.67,93.85,93.85,91.67,93.85,91.67,93.85,91.67,92.4
10,Sales Force Management,Digital & ICT (EL-DIC),5,90.00,86.67,88.42,88.42,90.00,88.42,86.67,90.00,86.67,90.00,88.42,86.67,88.36
10,Sales Plan and Control 1 (Bilingual),Digital & ICT (EL-DIC),3,91.67,90.00,90.00,90.00,87.27,91.67,89.09,87.27,93.85,87.27,89.09,87.27,89.54
10,Sales Plan and Control 2,Digital & ICT (EL-DIC),3,90.00,87.27,87.27,91.67,90.00,88.00,70.00,90.00,88.00,90.00,88.00,91.67,87.66
10,Segmentation,Digital & ICT (EL-DIC),2,85.71,90.00,90.00,90.00,85.71,90.00,90.00,85.71,90.00,85.71,90.00,90.00,88.57
10,Selling Skill,Digital & ICT (EL-DIC),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Service Delivery Platform,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Service Delivery Platform Part II,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,100.00,100.00,90.00,100.00,90.00,100.00,90.00,93.33
10,Service Excellence,Digital & ICT (EL-DIC),25,89.68,90.62,90.62,90.32,89.20,91.70,91.55,90.00,92.57,90.00,92.04,89.68,90.67
10,SIIS 3.0 - Modul 5 - Menu Help Desk,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.00,100.00,99.17
10,Sistem Telekomunikasi Vol 1,Digital & ICT (EL-DIC),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
10,Software Defined Networking,Digital & ICT (EL-DIC),8,96.76,95.56,96.76,97.89,96.76,97.89,96.76,94.29,97.89,95.56,96.76,97.89,96.73
10,Targetting,Digital & ICT (EL-DIC),12,91.71,93.85,92.94,92.94,92.40,93.85,92.94,93.62,93.85,92.40,92.40,92.94,92.99
10,TCP IP for Indihome,Digital & ICT (EL-DIC),7,89.23,88.46,89.23,85.83,89.23,89.63,87.20,90.37,92.41,88.46,88.46,87.20,88.81
10,Teknologi FTTX,Digital & ICT (EL-DIC),14,92.07,91.93,91.93,92.76,92.07,92.76,92.88,92.07,93.67,92.07,92.88,91.93,92.42
10,Teknologi GPON,Digital & ICT (EL-DIC),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Teknologi NTE,Digital & ICT (EL-DIC),3,93.85,93.85,93.85,93.85,93.85,93.85,91.67,93.85,93.85,93.85,91.67,93.85,93.49
10,Teknologi WiFi,Digital & ICT (EL-DIC),2,85.71,90.00,90.00,90.00,85.71,90.00,90.00,85.71,90.00,85.71,90.00,90.00,88.57
10,Transmisi Serat Optik 2,Digital & ICT (EL-DIC),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
10,UI UX,Digital & ICT (EL-DIC),12,92.65,93.20,93.20,93.20,92.65,93.73,93.20,92.65,93.73,92.65,92.65,92.65,93.01
10,UX Process,Digital & ICT (EL-DIC),388,90.15,90.09,90.20,90.25,89.98,90.80,90.19,90.08,91.11,90.12,90.49,89.82,90.27
10,Virtual Local Number,Digital & ICT (EL-DIC),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Word of Mouth Marketing,Digital & ICT (EL-DIC),45,93.11,93.15,92.33,92.49,92.18,92.00,92.56,92.85,93.22,92.25,92.89,91.80,92.57
10,"5R (Ringkas, Rapi, Resik, Rawat, Rajin)",General (EL-GNR),5,86.67,88.89,91.00,89.47,86.67,92.00,92.00,86.67,92.00,86.67,92.00,86.67,89.23
10,Account Management,General (EL-GNR),1,80.00,80.00,80.00,0,80.00,80.00,80.00,80.00,90.00,70.00,80.00,90.00,74.17
10,Account Management (APC),General (EL-GNR),7,90.00,88.70,87.69,87.69,90.00,90.00,88.89,90.00,91.72,90.00,90.00,87.69,89.37
10,Analisa Kelayakan Investasi,General (EL-GNR),1,80.00,90.00,90.00,90.00,80.00,90.00,80.00,80.00,90.00,80.00,90.00,80.00,85
10,Arsitektur Kepemimpinan dan Budaya Perusahaan,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
10,Asset Management,General (EL-GNR),26,90.77,91.89,90.96,90.77,91.24,91.24,90.96,91.32,91.51,91.78,90.96,91.51,91.24
10,Basic Accounting,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Basic Budgeting,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Basic Leadership (Bilingual),General (EL-GNR),8,92.12,90.62,90.62,90.62,93.33,92.94,90.32,92.94,92.94,92.12,90.62,89.68,91.57
10,Basic Treasury Management,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Bekerja Dalam Tim,General (EL-GNR),23,93.76,93.85,92.90,93.91,93.83,95.73,95.45,94.04,95.92,94.32,95.64,94.69,94.5
10,Brand Management,General (EL-GNR),8,85.45,85.45,84.00,0,85.45,84.00,85.45,85.45,84.00,85.45,84.00,85.45,77.85
10,Building Workforce Management (APC),General (EL-GNR),6,98.62,98.62,98.62,100.00,98.62,100.00,98.62,100.00,98.62,98.62,98.62,100.00,99.08
10,Business English 1,General (EL-GNR),1,80.00,90.00,90.00,90.00,80.00,90.00,60.00,80.00,90.00,80.00,90.00,90.00,84.17
10,Change Management (Bilingual),General (EL-GNR),1,100.00,100.00,100.00,90.00,100.00,100.00,100.00,100.00,90.00,100.00,90.00,100.00,97.5
10,Creative Thinking,General (EL-GNR),35,88.59,89.25,88.40,88.50,87.50,91.06,89.32,88.87,90.92,88.87,89.85,88.37,89.13
10,Digital Competence Communication part 1,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Digital Competence Communication part 2,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Digital Competence Information,General (EL-GNR),1,0,90.00,90.00,90.00,90.00,90.00,90.00,0,90.00,90.00,90.00,90.00,75
10,E-Payment Security,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,90.00,90.00,80.00,90.00,80.00,90.00,80.00,83.33
10,Effective Communication,General (EL-GNR),55,91.07,91.43,90.52,91.34,91.23,91.40,91.11,91.34,92.30,91.07,90.84,90.74,91.2
10,Emotional Intelligence Development,General (EL-GNR),11,92.61,93.19,93.19,92.61,92.00,94.17,94.17,92.00,93.62,92.61,94.17,93.62,93.16
10,Enterprise Application,General (EL-GNR),5,88.42,88.42,88.42,88.42,86.67,88.42,88.42,86.67,88.42,88.42,86.67,86.67,87.84
10,Etika Bisnis Telkom Group,General (EL-GNR),7,86.40,87.69,87.69,87.69,87.27,92.41,85.83,87.69,88.89,85.83,86.40,90.71,87.88
10,Exploring Human Potential,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Finon,General (EL-GNR),10,87.06,88.00,89.44,88.00,87.06,84.14,85.33,87.65,84.67,88.00,86.88,87.06,86.94
10,Fondasi Coaching,General (EL-GNR),3,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27
10,Fraud Risk Management,General (EL-GNR),4,91.25,91.25,88.00,91.25,91.25,88.00,91.25,91.25,91.25,91.25,91.25,91.25,90.71
10,Fundamental English,General (EL-GNR),3,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
10,HTML Tingkat Dasar,General (EL-GNR),3,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,84.00,87
10,Inspiring People,General (EL-GNR),2,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.5
10,Integrated Marketing Communication,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Kebijakan Bisnis & Operasional (APC),General (EL-GNR),2,90.00,95.56,95.56,95.56,95.56,92.50,92.50,90.00,90.00,90.00,92.50,90.00,92.48
10,Kelas Industri - Solusi Kurikulum dan Sertifikasi Fiber Optic,General (EL-GNR),8,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71
10,Kelas Industri - Solusi Laboratorium Fiber Optic,General (EL-GNR),8,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89
10,Leadership of Change,General (EL-GNR),8,92.73,94.29,94.29,94.29,92.73,94.29,94.29,93.53,95.56,93.53,96.11,96.76,94.37
10,Lean Startup Implementation Process,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Malcolm Baldridge Dasar,General (EL-GNR),2,90.00,90.00,90.00,90.00,90.00,85.71,90.00,90.00,90.00,90.00,85.71,90.00,89.29
10,Manajemen Waktu,General (EL-GNR),9,89.14,89.71,87.27,90.00,89.03,92.63,92.63,89.14,91.35,89.14,92.63,89.14,90.15
10,Memperindah Tampilan Website dengan CSS,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
10,Mengenal Karakter Pribadi Melalui Metode DISC,General (EL-GNR),88,89.40,89.42,89.52,90.47,89.73,90.61,89.82,89.64,91.49,89.63,91.20,89.21,90.01
10,Mengenal PHP,General (EL-GNR),3,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38
10,Negotiation Skill,General (EL-GNR),3,86.67,84.00,87.27,84.00,86.67,93.85,90.00,86.67,90.00,86.67,93.85,82.22,87.66
10,Network & IT Security Basic vol 1,General (EL-GNR),2,85.71,85.71,85.71,85.71,85.71,90.00,85.71,85.71,90.00,85.71,90.00,85.71,86.78
10,Network & IT Security Basic vol 2,General (EL-GNR),2,92.50,92.50,92.50,92.50,92.50,95.56,95.56,92.50,95.56,92.50,95.56,92.50,93.52
10,New Corporate Identity,General (EL-GNR),21,91.63,93.56,93.56,92.73,91.63,92.53,93.26,91.95,93.26,92.05,93.26,92.86,92.69
10,New Wave Marketing,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Online Bootcamp Telkom Certified Open Office Application (TCOOA),General (EL-GNR),1,90.00,90.00,90.00,80.00,100.00,90.00,90.00,90.00,90.00,100.00,80.00,90.00,90
10,Overview Enterprise IT,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,80.00,80.00,90.00,90.00,90.00,70.00,90.00,86.67
10,Overview Project Management,General (EL-GNR),3,90.00,93.85,93.85,90.00,90.00,93.85,93.85,87.27,93.85,90.00,93.85,93.85,92.02
10,Pattern & Teknologi WEB 2.0,General (EL-GNR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
10,Pengantar GIS,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Pengembangan Bisnis,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Pengendalian Gratifikasi,General (EL-GNR),7,96.25,95.48,96.25,96.25,96.25,96.25,94.84,96.25,97.58,96.25,94.00,95.48,95.93
10,Pengendalian Internal,General (EL-GNR),8,97.89,97.89,98.97,97.89,97.89,97.89,97.89,97.89,97.89,97.89,98.97,97.89,98.07
10,"Performance Control, Tools & Format",General (EL-GNR),2,95.56,92.50,92.50,92.50,95.56,92.50,92.50,95.56,92.50,95.56,92.50,92.50,93.52
10,Product Knowledge UseeTV Cable,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Security Awareness,General (EL-GNR),18,92.43,92.80,91.94,91.67,92.43,93.77,92.05,92.43,93.16,92.43,92.43,92.43,92.5
10,Security V Fundamental,General (EL-GNR),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Standar Profesi Audit Internal,General (EL-GNR),6,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Store Procedure & Function MySQL,General (EL-GNR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
10,Stress Management,General (EL-GNR),14,94.00,95.48,94.67,94.75,94.29,95.16,94.75,94.00,95.87,94.00,95.16,94.74,94.74
10,Supervisory Management,General (EL-GNR),5,100.00,100.00,98.33,100.00,98.33,100.00,100.00,100.00,98.33,100.00,100.00,100.00,99.58
10,TCP/IP  Overview,General (EL-GNR),4,94.12,96.67,97.89,97.89,94.12,97.89,97.89,94.12,97.89,96.67,97.89,96.67,96.64
10,TCP/IP BAG 1,General (EL-GNR),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,TCP/IP BAG 2,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,TCP/IP BAG 3,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,TCP/IP BAG 4,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Telkom Video Conference,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,Territory Management (APC),General (EL-GNR),2,95.56,90.00,95.56,95.56,95.56,95.56,95.56,90.00,90.00,90.00,95.56,95.56,93.71
10,The Service Lifecycle,General (EL-GNR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
10,VIP (Very Intensive Program) - Seri Program Hidup Sehat,General (EL-GNR),17,92.39,92.78,92.39,92.78,92.39,92.39,92.54,92.39,92.78,92.94,92.39,92.94,92.59
10,Virus Sikap di Tempat Kerja,General (EL-GNR),2,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71
10,Etika & Kepatuhan Karyawan (EKK) 2018,Profressional (EL-PRO),15,91.25,89.68,89.68,0,92.12,91.48,91.25,90.62,94.29,92.12,89.68,90.32,83.54
10,Contract Drafting,Risk & Compliance (EL-RIC),4,95.56,90.67,92.94,91.25,92.94,91.25,91.25,92.94,95.56,92.94,92.94,92.94,92.77
10,Control Self Assesment,Risk & Compliance (EL-RIC),3,87.27,87.27,87.27,84.00,87.27,84.00,84.00,87.27,87.27,87.27,84.00,84.00,85.91
10,The Miracle of Working with Passion,SIGMA,10,72.73,72.73,76.67,0,75.00,70.00,70.00,72.73,70.00,75.00,72.73,72.73,66.69
10,Produk Automated Teller Machine (ATM),SSI,7,89.63,88.46,92.41,89.63,89.57,91.72,89.63,89.63,91.72,89.63,90.71,89.63,90.2
10,Business & Marketing Strategy,Strategic Plan & Development (EL-SPD),25,90.51,91.20,90.00,90.41,90.30,90.61,89.90,90.00,92.35,90.51,90.61,91.96,90.7
10,Dasar - Dasar Six Sigma,Strategic Plan & Development (EL-SPD),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
10,eMployee Information SeCurity Awareness (MISCA),TELKOMSEL,406,89.46,89.35,89.26,89.48,89.28,90.81,89.55,89.28,92.29,89.43,90.35,88.51,89.75
10,eMployee Information SeCurity Awareness (MISCA) English Version,TELKOMSEL,2,95.56,95.56,95.56,95.56,95.56,90.00,92.50,95.56,95.56,95.56,95.56,95.56,94.84
10,5 - LVC - KURSILMAT,Top & New Courses,4,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25
10,Awareness ISO/IEC 20000-1:2011 Divisi IT,Top & New Courses,9,88.82,88.82,88.82,89.71,88.82,88.48,88.82,89.71,88.82,88.82,90.29,86.43,88.86
10,CFU Transformation,Top & New Courses,46,88.97,88.64,89.32,0,88.37,89.72,89.20,89.89,89.66,88.92,90.65,88.24,81.8
10,Consultative Selling New,Top & New Courses,"1,124",94.25,94.28,94.14,94.21,94.07,94.37,94.26,94.24,94.86,94.14,94.41,94.00,94.27
10,Contoh Perilaku The Telkom Way,Top & New Courses,22,89.88,90.82,91.36,90.12,89.52,90.84,88.97,90.80,91.36,90.47,89.76,89.02,90.24
10,Customer Approach 360 Degree,Top & New Courses,51,90.87,91.92,91.87,92.00,91.24,91.87,92.23,91.67,92.36,91.14,91.83,90.89,91.66
10,CX Transformation Program Behavior Skill Sales Agent,Top & New Courses,92,93.25,92.74,92.35,92.20,93.68,92.06,92.00,93.21,92.84,92.64,92.56,92.58,92.68
10,CX Transformation Program Communication Skill Sales Agent,Top & New Courses,134,91.74,92.29,91.86,92.25,91.70,92.40,92.06,91.96,92.20,92.05,92.23,92.58,92.11
10,Dasar - Dasar K3,Top & New Courses,39,90.33,90.00,90.65,90.80,90.00,91.24,90.99,90.39,92.38,90.33,91.05,89.58,90.65
10,Diarium - New Digital Paradigm for Strengthening The Telkom Way,Top & New Courses,220,90.46,90.64,90.49,0,90.12,90.95,90.43,90.46,90.84,90.35,91.00,90.44,83.02
10,Implementasi New Normal,Top & New Courses,965,91.56,91.91,91.91,92.07,91.48,93.06,92.60,91.77,93.11,91.74,92.55,91.72,92.12
10,Industry Value Chain Analisis (IVCA) Part-1,Top & New Courses,30,90.53,90.88,90.68,90.27,90.36,91.13,90.52,90.78,91.64,90.55,91.33,89.44,90.68
10,Industry Value Chain Analisis (IVCA) Part-2,Top & New Courses,9,89.71,89.41,89.71,89.41,89.71,88.82,88.82,88.82,89.71,88.82,88.82,87.88,89.14
10,Industry Value Chain Analisis (IVCA) Part-3,Top & New Courses,10,93.49,91.22,92.38,93.49,92.38,92.38,93.49,92.38,92.38,92.38,92.38,92.38,92.56
10,Interpersonal Communication Skill,Top & New Courses,79,90.30,89.40,90.45,90.93,90.36,90.26,89.62,90.10,91.19,90.89,89.83,89.38,90.23
10,Kawal Provisioning (KPRO),Top & New Courses,9,91.89,90.56,91.11,91.11,91.89,92.94,91.89,90.56,93.16,91.11,91.11,91.89,91.6
10,LVC - Learning Delivery & Deployment (LDE),Top & New Courses,5,92.38,92.38,90.00,92.38,90.00,92.38,94.55,92.38,90.00,92.38,92.38,92.38,91.97
10,LVC - Learning Design Development (LDD),Top & New Courses,8,90.62,88.67,93.53,89.03,90.62,92.73,91.25,90.62,91.25,92.12,88.67,90.32,90.79
10,LVC - Learning Impact Measurement (LIM),Top & New Courses,7,89.63,88.46,88.46,89.57,88.46,86.36,88.46,87.20,89.63,89.63,89.63,89.63,88.76
10,LVC - Learning Need Diagnostic (LND),Top & New Courses,14,90.55,89.81,90.55,91.58,90.55,89.80,89.80,92.28,90.74,90.55,90.57,90.00,90.57
10,Mengenal Cisco Router,Top & New Courses,11,90.53,89.76,89.73,89.76,90.48,89.76,89.00,90.48,89.76,90.48,89.76,88.21,89.81
10,Overview New Customer Relationship Management (CRM),Top & New Courses,52,90.20,90.25,89.75,89.70,90.20,89.60,89.20,90.96,89.95,90.20,90.29,90.49,90.07
10,Quick Guide Instalasi PT-1,Top & New Courses,8,94.12,93.12,94.67,95.43,91.88,95.43,94.12,95.43,94.12,93.33,94.12,94.67,94.2
10,Sales Indihome Information System (SIIS),Top & New Courses,62,92.36,92.93,93.36,91.89,92.58,92.56,92.62,91.83,92.55,92.66,93.51,92.80,92.64
10,Sales Management (APC),Top & New Courses,47,91.32,92.63,92.06,92.23,91.40,92.12,91.68,91.11,91.37,91.11,91.47,91.68,91.68
10,Standar Etika Pelayanan Jarakses,Top & New Courses,12,94.80,96.98,96.15,96.67,96.98,95.85,96.67,96.15,96.67,96.67,95.85,96.15,96.3
10,Teknisi IndiHome 3P,Top & New Courses,13,90.59,91.15,90.64,91.54,90.00,90.43,90.00,90.59,93.82,91.54,88.75,91.15,90.85
10,The Telkom Way - Do's and Don'ts,Top & New Courses,11,91.36,91.16,90.91,92.61,90.23,92.17,94.58,90.23,92.61,92.44,91.56,91.00,91.74
10,Wawasan Kebangsaan,Top & New Courses,411,90.90,91.43,91.11,90.82,90.53,91.61,90.61,90.96,91.53,90.77,91.23,90.69,91.02
11,Alur Dan Proses Verifikasi Klaim,ADMEDIKA,4,76.00,85.71,85.71,0,80.00,83.08,76.00,76.00,80.00,80.00,76.00,83.33,73.49
11,Basic Contact Center Knowledge (Admedika),ADMEDIKA,1,90.00,80.00,80.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,80.00,87.5
11,Fraud Klaim Asuransi,ADMEDIKA,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
11,Pemeriksaan Laboratorium,ADMEDIKA,3,84.00,77.50,82.22,77.50,80.00,84.00,80.00,84.00,84.00,80.00,80.00,77.50,80.89
11,Pemeriksaan Test Diagnostik,ADMEDIKA,1,90.00,90.00,90.00,90.00,80.00,80.00,80.00,80.00,90.00,90.00,90.00,90.00,86.67
11,Prosedur Layanan Rawat Inap,ADMEDIKA,2,70.00,70.00,70.00,0,70.00,76.00,70.00,70.00,70.00,70.00,70.00,70.00,64.67
11,The Power of Morning Briefing,ADMEDIKA,4,60.00,60.00,60.00,0,60.00,60.00,60.00,60.00,66.67,60.00,60.00,66.67,56.11
11,Basic Internal Control Logistic,Business Enabler / Enterprise Management (EL-EEM),1,80.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,89.17
11,Basic Management Inventory,Business Enabler / Enterprise Management (EL-EEM),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
11,Basic Procurement,Business Enabler / Enterprise Management (EL-EEM),2,100.00,100.00,95.56,95.56,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.26
11,Introduction Supply Chain Manajemen,Business Enabler / Enterprise Management (EL-EEM),9,96.59,96.59,96.59,97.14,96.59,96.59,97.14,96.59,96.59,96.59,96.59,96.59,96.68
11,Introduction to GDMS (Government Delivery Monitoring System),Business Enabler / Enterprise Management (EL-EEM),19,92.50,92.15,92.75,92.27,92.11,92.15,91.54,92.50,93.09,92.50,92.50,92.15,92.35
11,Pengantar Pengadaan Barang dan Jasa,Business Enabler / Enterprise Management (EL-EEM),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
11,PMBOK,Business Enabler / Enterprise Management (EL-EEM),3,90.00,93.85,93.85,93.85,90.00,97.14,97.14,90.00,97.14,93.85,93.85,91.67,93.53
11,Project Cost Management,Business Enabler / Enterprise Management (EL-EEM),15,89.66,89.66,89.63,89.66,89.66,89.63,89.12,89.66,90.17,89.66,88.77,89.12,89.53
